"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id"
997.444732611474,4.55984812886695,0.185882962968481,4.110667081532e-136,7.4123548814185e-132,"ENSG00000152583"
495.095686525811,3.28011870062091,0.133205641097283,4.46338440427616e-135,4.02418737889539e-131,"ENSG00000165995"
3409.03835490143,2.93659108574961,0.122502377804615,3.03383956719317e-129,1.82353983585424e-125,"ENSG00000120129"
12703.4128252398,3.75434219615256,0.157610117867637,7.68265721229317e-129,3.46334187130176e-125,"ENSG00000101347"
2341.78067569054,3.34129982858375,0.143233990221372,5.21270576452875e-123,1.87991020691965e-119,"ENSG00000189221"
12285.7000547124,3.71611105872281,0.168482711612531,2.58505912900232e-111,7.7689643690283e-108,"ENSG00000211445"
3009.27287526155,1.96925553336392,0.0906310648690987,6.09134865192046e-106,1.56913141273471e-102,"ENSG00000157214"
5393.11454093552,2.02783015170618,0.0949583392041222,1.56546234486846e-102,3.5285521253335e-99,"ENSG00000162614"
3656.26740037453,2.19875185830591,0.106506271915817,1.84964422669747e-96,3.70586496620099e-93,"ENSG00000125148"
30315.1131700161,2.33454223222023,0.117002358920059,2.26675656906762e-90,4.08741544534273e-87,"ENSG00000154734"
1223.46315207371,2.21692261011842,0.113488041305381,1.72987633767374e-86,2.83573910190299e-83,"ENSG00000139132"
1099.63807723644,1.87508625906391,0.0961079014578944,2.08475769239069e-86,3.13269589243241e-83,"ENSG00000162493"
5510.95647651194,2.18255953074663,0.113053253134347,7.48117697860805e-85,1.03769679444816e-81,"ENSG00000134243"
776.600164098613,3.1766142827918,0.16550384983543,2.57518274502659e-84,3.31683537559425e-81,"ENSG00000179094"
508.164810682556,-3.67283076178272,0.191900512167523,4.47628019346494e-84,5.38108562990398e-81,"ENSG00000162692"
561.111048261822,4.43257650118131,0.237444574669508,1.9906193112453e-80,2.24342796377345e-77,"ENSG00000163884"
2649.82251474546,-2.51328753404634,0.13586530707325,1.94338885816889e-78,2.0613639935589e-75,"ENSG00000178695"
2057.20440873193,2.90118982461667,0.163537769426142,7.69555582504821e-73,7.70923681318163e-70,"ENSG00000198624"
1365.16397466345,-1.80357201865138,0.101098821095958,1.63685981340589e-72,1.55346611343869e-69,"ENSG00000148848"
25136.0890181904,-1.90081145331433,0.10678497617711,2.54996726013866e-72,2.29905048174102e-69,"ENSG00000107562"
313.686159348886,-2.73911898313261,0.154931134317738,3.52605333221705e-71,3.0277044612637e-68,"ENSG00000146250"
884.737400832367,-1.74612962393729,0.100110393365566,2.99651900148228e-69,2.45605593794221e-66,"ENSG00000106976"
670.046865009161,1.88691041222994,0.109042313945049,2.60506153356021e-68,2.0423682423112e-65,"ENSG00000154930"
1216.57690967205,-2.17414524603604,0.126330035214671,8.10766366670084e-68,6.0915579682479e-65,"ENSG00000163394"
1040.17481746375,1.9759671248046,0.115156135560526,2.13866190598334e-67,1.54257405954766e-64,"ENSG00000253368"
8565.67576080715,2.24604994939314,0.13228658108849,2.00711300822003e-66,1.39201006785475e-63,"ENSG00000163661"
1467.63832301977,1.50934323245898,0.0885021377269137,2.19473736940748e-66,1.46575941648725e-63,"ENSG00000162616"
1281.45678699994,-2.39437194283663,0.142277394058875,1.48172959380993e-65,9.54233858413597e-63,"ENSG00000124766"
11193.7231981539,1.43902681622952,0.0851937422071301,3.16391387287516e-65,1.92452575294814e-62,"ENSG00000148175"
1969.04008868001,2.30569242133448,0.137142993167057,3.20185074248248e-65,1.92452575294814e-62,"ENSG00000197381"
8014.79636483276,1.7328606821358,0.104363056688331,2.55244789079395e-63,1.48470130215472e-60,"ENSG00000172403"
3232.63588079279,2.40977545817669,0.146088085189519,5.31820936184603e-63,2.99681097540024e-60,"ENSG00000116285"
418.919472436378,3.42491019672506,0.210602383249195,1.86722809672837e-61,1.02029869818806e-58,"ENSG00000163083"
7432.96098233325,2.17129163452984,0.136188848126109,4.55830623979067e-59,2.41751112105604e-56,"ENSG00000166741"
2128.12177561681,1.80194396633418,0.114343662307892,2.33864690744006e-57,1.20487088671312e-54,"ENSG00000070404"
333.209551189313,-3.01747530214699,0.19180031627264,4.01042437624064e-57,2.00877700978809e-54,"ENSG00000105989"
943.340735322473,2.27182187926767,0.146044971242803,4.11818067804927e-56,2.00700091855633e-53,"ENSG00000122035"
5029.85477688044,1.91308809362934,0.123591228800296,1.27348979585763e-55,6.04304421023811e-53,"ENSG00000119139"
3701.51777497719,1.45471997565741,0.0939551901508048,2.78755845779688e-55,1.28885266951265e-52,"ENSG00000136478"
17178.4005648725,2.01456187910628,0.134472003049192,1.90040312102544e-52,8.56701726958268e-50,"ENSG00000196569"
100989.91598642,-1.29451115260966,0.0863982831812322,6.20787408748632e-52,2.73025330598911e-49,"ENSG00000108821"
847.490034652657,2.7281936036877,0.184266059606424,1.03434507638968e-51,4.44078819463303e-49,"ENSG00000221866"
2236.24203648175,1.8433607434165,0.124165688078548,2.42534952977757e-51,1.00151810463876e-48,"ENSG00000100242"
756.360325010941,-1.56325513084675,0.104683627934579,2.44381081433592e-51,1.00151810463876e-48,"ENSG00000172986"
363.7631440814,2.40759068374538,0.162533324534672,4.04105047146018e-51,1.55038770428447e-48,"ENSG00000060718"
2737.98162586977,1.3759303252394,0.0926296266607096,4.0120100762163e-51,1.55038770428447e-48,"ENSG00000134686"
2018.15055205869,-1.23145406739053,0.0826442803305733,3.91723993318746e-51,1.55038770428447e-48,"ENSG00000145685"
530.058849354171,2.6946421904905,0.182937158241001,6.88002069687845e-51,2.584594441794e-48,"ENSG00000099337"
167.615767587415,2.91966541198737,0.197253270272773,8.11079011317231e-51,2.98477076164741e-48,"ENSG00000157150"
449.176836543227,2.42779382994584,0.165327976858397,1.15889216604859e-50,4.17942870763764e-48,"ENSG00000126803"
5397.33558773763,1.19313182800626,0.0806681209510898,1.60273024760785e-50,5.66675133820879e-48,"ENSG00000102804"
799.560819258847,-2.48751270128285,0.171337851903638,1.04899629853948e-49,3.63759639524305e-47,"ENSG00000138316"
3055.98067746606,1.52441542605034,0.104627978131193,1.79503351916576e-49,6.10717819199945e-47,"ENSG00000133142"
740.403133853246,-2.10544547642404,0.146538875691662,1.94555395079145e-48,6.49670904456879e-46,"ENSG00000131389"
159.530276360668,4.79015966227849,0.33131326814667,1.99225781131189e-48,6.53170779155926e-46,"ENSG00000168309"
3082.088884672,2.60650981213462,0.183175620041721,2.44831174046686e-48,7.88356380430328e-46,"ENSG00000103196"
197.042690626187,2.50689387307743,0.174136928036189,3.88244468277963e-48,1.22821478105057e-45,"ENSG00000124440"
1597.85828741008,1.89594450575515,0.132414678808465,5.03268762589162e-48,1.56464522879444e-45,"ENSG00000152268"
1357.57299789907,1.49254381510676,0.104069893650936,7.23231244324498e-48,2.2103908131626e-45,"ENSG00000163171"
370.827770473622,-2.17748725290864,0.15279381981869,1.84330782551932e-47,5.44893880487942e-45,"ENSG00000103742"
627.528067458797,2.30568578451362,0.162281694394827,1.82092154652656e-47,5.44893880487942e-45,"ENSG00000141401"
2754.94303068407,-1.81713579668236,0.128797568498995,1.0280260047363e-46,2.98989756732337e-44,"ENSG00000112837"
1920.71084944799,1.55305908479028,0.110365334672541,2.82077813461622e-46,8.07369386085709e-44,"ENSG00000164647"
1247.23914866505,1.36874301663223,0.0976894772721088,9.88360692272363e-46,2.78470625047738e-43,"ENSG00000068383"
1631.8741313659,1.533906530866,0.110378081432392,3.89667547893833e-45,1.08099772671102e-42,"ENSG00000156675"
435.706358063201,-2.52668584008049,0.184733486783636,2.00934940050695e-44,5.48978611968807e-42,"ENSG00000136999"
229.638049919376,-2.20771394762845,0.161559884402043,9.34615503110668e-44,2.47838040471935e-41,"ENSG00000196517"
12754.9344048327,1.35110782560703,0.099083041118847,9.30500519335184e-44,2.47838040471935e-41,"ENSG00000206538"
4615.70080486906,-1.139181956506,0.083590176972817,1.82607517715309e-43,4.77214312962674e-41,"ENSG00000227051"
2906.30973919635,-1.78893927013484,0.132390230994347,3.47976321709551e-43,8.96387004723804e-41,"ENSG00000134363"
385.071327676389,7.27322652350132,0.543827676868473,9.14254824786088e-43,2.3219497183863e-40,"ENSG00000109906"
2027.18420510953,1.90707847687806,0.142020759544444,1.01070057933238e-42,2.53124345090575e-40,"ENSG00000149218"
8020.4921552315,-0.998740738996731,0.0739206531855674,1.38208905317757e-42,3.41394928861616e-40,"ENSG00000124762"
231.672665874094,2.86569385437071,0.214595148121638,1.61831703179546e-42,3.94344496180213e-40,"ENSG00000167641"
3885.65647195502,2.22675580806341,0.167279128546866,2.14899846313835e-42,5.16676537164143e-40,"ENSG00000185432"
1805.28792859584,1.24960962139082,0.0931766965636025,4.06118485289086e-42,9.63569542991158e-40,"ENSG00000163378"
386.412442581616,-2.34911040054966,0.176775790224592,5.68594419206446e-42,1.33154474897801e-39,"ENSG00000126016"
677.207250627007,-1.84404611056655,0.13832233986822,5.98125634243647e-42,1.38274377393352e-39,"ENSG00000106484"
4908.81788741262,1.17228407350078,0.0880346670284727,1.21224148542866e-41,2.76697955256324e-39,"ENSG00000196975"
678.867910303335,2.20334291825706,0.166727520946209,1.38814694835461e-41,3.1288832215913e-39,"ENSG00000150907"
1460.17591174986,1.5864215534356,0.119460255144744,1.49879968855867e-41,3.33658715852962e-39,"ENSG00000151726"
451.001146431514,-1.8479679420892,0.13932420413267,1.52060265314152e-41,3.34384232212779e-39,"ENSG00000130513"
1963.57514702786,1.48341002733475,0.112286678703209,3.5077287823795e-41,7.62064643420085e-39,"ENSG00000221869"
554.197192328851,2.19832486202631,0.168572660636442,1.18167947355059e-40,2.53667193655527e-38,"ENSG00000169715"
8442.04514236764,2.12379528534431,0.164393317697468,4.00660069962535e-40,8.49964986066403e-38,"ENSG00000145390"
12593.314252767,1.15313933478153,0.0882941263096271,4.33850263277399e-40,9.09673017141635e-38,"ENSG00000147027"
1974.87889005049,2.10068341410374,0.162579171412266,4.95643040318487e-40,1.02729141414057e-37,"ENSG00000185950"
244.49400651336,-2.85008079376583,0.220132713281148,5.85203664654588e-40,1.1991355092104e-37,"ENSG00000013293"
1017.17356476016,1.41459199145948,0.109407722761673,2.74584351314751e-39,5.56326407068269e-37,"ENSG00000131831"
655.448854141464,1.93276082085368,0.151451587037027,8.41675356707777e-39,1.68634333690607e-36,"ENSG00000137672"
1942.42555424956,1.66488801870031,0.130465036754454,1.11214656257428e-38,2.20376118860872e-36,"ENSG00000146122"
3104.99903050483,1.18991734274807,0.0933602126206044,2.28948062360377e-38,4.48738202226339e-36,"ENSG00000020577"
1683.27622905212,2.05583191809422,0.162912422145455,2.37495823598253e-38,4.6048652592728e-36,"ENSG00000119138"
1314.18347975196,1.58782513728258,0.125152842371322,3.11152579556855e-38,5.9688333133715e-36,"ENSG00000163110"
